IPERE,Menage,M_AUTO,M_PERS,M_DOMSM,M_revenu,M_dist_train,M_dist_metro,M_dist_centre,M_emploiTC,P_RANG,P_SEXE,P_AGE,P_GRAGE,P_STATUT,P_PERMIS,D_HREDE,D_MOTIF
142264,1086110,2,2,611,4,29.99939431,19.74559292,31.331817299999997,14710,1,1,54,11,1,1,430,1
142269,1086110,2,2,611,4,29.99939431,19.74559292,31.331817299999997,14710,2,2,56,12,1,1,810,1
142325,1086163,1,1,301,2,3.260127864,2.0660623260000004,7.643291984999999,492775,1,1,32,7,1,1,730,1
142338,1086170,3,5,138,6,1.601306836,19.17641157,28.18058871,25570,3,2,6,2,3,5,735,4
142349,1086171,2,6,132,5,4.598367027,12.9621283,23.60574883,59950,2,1,49,10,1,1,855,1
142385,1086186,1,3,108,2,3.788595022,1.998240447,11.64047287,583875,3,1,19,4,3,2,830,4
142405,1086190,2,5,542,5,10.19952917,16.61796738,18.80788527,2895,4,2,11,3,3,5,800,4
142428,1086211,1,2,112,7,12.74613566,1.1727639959999998,12.74613566,247625,1,1,53,11,4,1,800,4
142440,1086221,2,4,644,5,5.830696435,17.91608911,30.451359949999997,18455,4,2,8,2,3,5,747,4
142469,1086257,2,2,406,7,3.013771123,2.6391531169999998,16.18136697,185925,1,2,57,12,1,1,830,1
142499,1086262,2,5,408,4,17.24161303,15.51315969,25.54581537,3525,3,1,13,3,3,5,655,4
142536,1086289,1,4,131,6,1.481892538,16.44261634,24.48076743,27970,4,2,11,3,3,5,740,4
142543,1086293,2,2,511,2,31.79420457,38.023732020000004,41.72588047,9130,2,1,49,10,1,1,630,1
142554,1086303,2,5,117,2,9.740315119,5.437101096999999,14.29064552,146820,3,1,10,3,3,5,1300,4
142568,1086311,3,3,103,3,2.1023421,1.369936746,4.554166873,617895,2,1,37,8,1,1,545,1
142601,1086317,2,3,511,4,26.66617275,31.57238039,35.27452884,10105,3,1,19,4,3,1,800,4
142609,1086331,3,4,632,2,1.4986630680000002,18.57778654,32.423785360000004,17895,1,2,44,9,1,1,730,1
142624,1086334,1,2,119,3,0.9741467655,3.7060363240000003,14.22396811,74375,2,1,63,13,1,1,545,1
142627,1086346,3,4,521,2,13.12766327,22.45509822,27.68580494,6750,1,1,29,6,1,1,500,1
142653,1086353,1,3,128,3,0.7236167278000001,5.064879287,11.84725592,98840,3,1,14,3,3,5,805,4
142680,1086375,1,2,104,2,2.829961,2.6306389319999997,8.024557835,451910,1,1,36,8,1,1,600,1
142717,1086420,1,2,112,6,9.829370178,0.4424042812,9.829370178,608350,1,1,34,7,1,1,800,1
142719,1086420,1,2,112,6,9.829370178,0.4424042812,9.829370178,608350,2,2,33,7,1,1,730,1
142749,1086425,2,4,134,3,8.448757634,20.02622104,30.58464934,605,1,2,38,8,3,1,630,4
142783,1086445,2,2,611,8,30.32698378,20.073182390000003,31.65940677,18520,2,1,55,12,1,1,600,1
142787,1086453,2,3,522,8,2.670154591,20.852804459999998,26.083511180000002,1725,1,2,17,4,3,2,645,4
142817,1086469,2,2,307,3,6.050001857,9.547434273999999,13.69816331,31235,2,2,63,13,2,1,900,1
142825,1086477,1,5,117,2,6.944594535999999,2.7792104089999996,11.58276498,285170,3,1,13,3,3,5,700,4
142821,1086477,1,5,117,2,6.944594535999999,2.7792104089999996,11.58276498,285170,1,1,40,9,1,1,700,1
142827,1086477,1,5,117,2,6.944594535999999,2.7792104089999996,11.58276498,285170,4,1,40,9,3,1,700,4
142829,1086477,1,5,117,2,6.944594535999999,2.7792104089999996,11.58276498,285170,5,2,57,12,3,2,700,4
142833,1086480,1,2,310,6,3.738007653,15.262339480000001,20.64444855,36935,2,2,36,8,1,1,700,1
142838,1086493,3,4,632,6,1.461971301,17.3084631,31.15446193,17895,2,2,46,10,1,1,650,1
142855,1086498,2,2,511,7,25.49070747,31.33697957,35.4820535,7640,1,2,45,10,1,1,700,1
142871,1086504,1,2,511,2,25.017825730000002,29.92403338,33.62618183,3805,2,2,9,2,3,5,800,4
142958,1086565,2,4,301,3,4.781987804,2.176011808,7.772888995000001,260050,4,1,45,10,1,1,715,1
142956,1086565,2,4,301,3,4.781987804,2.176011808,7.772888995000001,260050,3,2,45,10,2,1,1230,1
142998,1086599,2,4,131,6,0.559527421,13.68020441,22.09404865,99045,4,2,5,2,3,5,700,4
143027,1086619,0,3,103,2,3.46240668,0.9578333504,5.810943923,303265,1,1,44,9,1,1,700,1
143083,1086633,4,5,310,4,1.655317736,17.46790881,22.698615529999998,13770,2,2,37,8,1,1,700,1
143087,1086633,4,5,310,4,1.655317736,17.46790881,22.698615529999998,13770,4,2,9,2,3,5,730,4
143085,1086633,4,5,310,4,1.655317736,17.46790881,22.698615529999998,13770,3,1,12,3,3,5,730,4
143089,1086633,4,5,310,4,1.655317736,17.46790881,22.698615529999998,13770,5,2,7,2,3,5,730,4
143107,1086644,2,2,117,3,7.651561318,3.752218753,12.55577332,161435,2,2,51,11,1,1,630,1
143117,1086658,2,2,124,5,3.008148757,0.9423640731,6.671723821,697350,2,1,71,15,1,1,645,1
143156,1086669,2,4,302,5,4.704012031,6.770469365,12.36734655,66870,3,2,20,5,3,2,730,4
143172,1086674,2,4,307,3,7.309568099,11.468678749999999,15.619407789999999,22175,2,1,46,10,1,1,800,1
143176,1086674,2,4,307,3,7.309568099,11.468678749999999,15.619407789999999,22175,4,2,11,3,3,5,805,4
143191,1086685,0,3,105,1,3.080064815,0.2647837811,6.290996318,757050,2,1,47,10,1,2,600,1
143200,1086694,2,4,547,2,8.730319467,27.31201229,28.785554769999997,0,1,2,56,12,1,1,745,1
143214,1086695,2,4,136,3,5.1608570049999996,18.08456897,28.7281895,19245,4,2,13,3,3,5,700,4
143208,1086695,2,4,136,3,5.1608570049999996,18.08456897,28.7281895,19245,1,2,50,11,2,1,800,1
143220,1086702,3,2,661,2,2.242634834,35.557022960000005,51.769608,24625,2,2,60,13,2,1,840,1
143250,1086729,0,1,301,1,4.235693424,1.431900906,7.033240043,350710,1,1,26,6,1,2,2300,1
143287,1086775,3,3,531,8,12.60478702,19.27280309,24.86968027,7060,2,2,27,6,1,1,745,1
143309,1086795,2,4,108,3,0.9813481098,1.91734508,10.4235376,603520,2,2,30,7,1,1,745,1
143332,1086806,2,4,117,7,7.7490851549999995,2.9901701210000002,11.54555803,385930,1,2,30,7,3,1,1200,4
143435,1086832,2,4,113,3,16.896313239999998,6.403171505,16.896313239999998,119240,3,2,6,2,3,5,735,4
143449,1086844,2,2,302,2,4.978188750999999,6.791241101,12.38811829,66870,2,2,40,9,1,1,730,1
143469,1086857,1,3,304,3,3.99231844,7.091256037,9.281173924,201500,2,2,17,4,3,2,645,4
143488,1086884,1,4,128,2,2.2890613130000004,5.094177911,12.043264160000001,35925,3,1,8,2,3,5,815,4
143547,1086907,2,4,611,2,32.26052783,22.006726439999998,33.59295082,3230,4,2,13,3,3,5,905,4
143542,1086907,2,4,611,2,32.26052783,22.006726439999998,33.59295082,3230,1,2,43,9,1,1,500,1
143544,1086907,2,4,611,2,32.26052783,22.006726439999998,33.59295082,3230,2,1,21,5,1,1,630,1
143585,1086929,6,5,543,8,3.279397292,18.61246358,20.80238146,4700,4,2,27,6,3,1,800,1
143575,1086929,6,5,543,8,3.279397292,18.61246358,20.80238146,4700,1,1,17,4,3,1,920,4
143581,1086929,6,5,543,8,3.279397292,18.61246358,20.80238146,4700,2,1,12,3,3,5,740,4
143621,1086982,2,4,403,4,5.893925384999999,4.7847468950000005,19.14374673,81090,2,2,14,3,3,5,715,4
143646,1087004,2,4,401,5,6.746660192999999,11.329079949999999,26.22206333,79830,1,1,31,7,1,1,700,1
143668,1087011,2,4,308,3,5.520519985,7.567841184,11.63908207,315750,1,2,37,8,1,1,700,1
143682,1087017,2,3,302,5,5.694035884,2.638784101,8.240123238,479870,2,2,58,12,1,1,805,1
143821,1087119,1,3,118,2,10.45165371,8.167784262,17.410154480000003,93770,3,2,7,2,3,5,700,4
143845,1087137,1,2,661,1,2.133311478,36.00086382,52.21344886,29735,1,1,69,14,1,1,1245,1
143869,1087148,2,2,404,6,1.7903798979999999,9.487913164,24.63474583,96815,2,1,54,11,1,1,600,1
143883,1087160,2,5,114,8,13.108445040000001,7.477748276000001,18.98028438,106410,3,2,14,3,3,5,700,4
143919,1087180,1,3,111,3,6.007325206000001,1.199458586,6.007325206000001,608225,3,2,21,5,1,2,1100,1
143968,1087202,2,4,131,5,0.7365777117,13.54970391,21.94834905,99045,4,1,17,4,3,1,800,4
144014,1087216,1,4,117,1,8.154315769,3.988931642,12.79248621,145465,2,1,36,8,1,1,700,1
144026,1087217,2,3,404,4,3.8124111280000004,7.907002471,24.12073679,87955,3,1,49,10,1,1,815,1
144044,1087231,2,1,140,3,3.19567126,23.59708917,34.2407097,15575,1,1,56,12,1,1,520,1
144085,1087249,1,1,113,3,22.15037699,11.89657561,23.48279999,56425,1,2,39,8,1,1,1025,1
144103,1087259,2,4,307,4,2.255779306,8.920255317999999,14.008833730000001,69650,3,2,11,3,3,5,730,4
144157,1087277,0,2,107,3,2.863073016,0.3395506812,7.696864866,756640,1,1,36,8,1,1,940,1
144170,1087281,1,3,307,2,3.537334378,8.876657339,13.284532429999999,69650,2,2,56,12,1,1,430,1
144217,1087326,0,1,118,1,7.789778416,5.871900011,14.67545458,83130,1,1,44,9,1,2,730,1
144364,1087421,2,4,408,7,13.8424556,12.11400226,22.14665794,68045,3,1,15,4,3,5,900,4
144381,1087436,0,1,110,2,3.946937268,0.7001221616000001,7.685841241,667915,1,2,58,12,1,1,730,1
144399,1087446,0,4,118,1,7.651687581999999,5.660731678,14.46428624,409735,3,1,12,3,3,5,800,4
144439,1087472,1,4,117,1,7.4924860330000005,2.527949027,10.82864492,491330,2,1,32,7,1,1,655,1
144451,1087477,1,2,127,6,8.593519968,10.92719302,12.40073551,400950,2,1,10,3,3,5,730,4
144455,1087479,2,2,104,3,1.226882151,3.406768725,8.442999519999999,483645,2,2,32,7,1,1,1000,1
144459,1087480,2,6,624,1,20.90267653,29.100584859999998,39.133240539999996,7235,2,1,18,4,3,2,600,4
144469,1087480,2,6,624,1,20.90267653,29.100584859999998,39.133240539999996,7235,6,1,50,11,1,1,800,4
144457,1087480,2,6,624,1,20.90267653,29.100584859999998,39.133240539999996,7235,1,2,22,5,3,1,700,4
144510,1087490,3,4,132,6,4.174239389999999,14.85597381,25.499594339999998,42825,4,1,23,5,3,1,830,4
144518,1087495,3,4,523,4,5.420457058,29.98333515,35.214041879999996,8580,2,2,49,10,1,1,830,1
144559,1087511,1,3,102,6,3.876607998,2.2720567409999997,4.223165663,549525,2,1,52,11,1,1,730,1
144581,1087521,1,3,117,3,8.150839678,2.2975071280000003,10.864700580000001,318570,1,2,52,11,1,1,815,1
144653,1087572,2,2,601,3,54.91048633,44.656684950000006,56.24290933,1345,1,1,53,11,1,1,630,1
144679,1087597,2,4,119,6,3.1513453009999997,5.459866622,16.02397218,131840,1,2,42,9,1,1,830,1
144704,1087604,2,5,661,4,5.59091104,39.32468264,55.53726768,2995,5,2,11,3,3,5,735,4
144702,1087604,2,5,661,4,5.59091104,39.32468264,55.53726768,2995,4,2,13,3,3,5,815,4
144715,1087625,1,3,108,5,1.1185508210000001,2.878462544,11.86820923,182940,2,2,47,10,1,1,730,1
144774,1087654,2,3,308,7,7.692223505,11.19461529,13.81078559,26870,3,2,6,2,3,5,900,4
144827,1087696,3,3,611,5,26.55230257,16.29850119,27.884725569999997,3310,3,1,25,6,1,1,530,1
144823,1087696,3,3,611,5,26.55230257,16.29850119,27.884725569999997,3310,1,2,52,11,1,1,630,1
144852,1087736,2,2,511,7,24.4612278,29.367435450000002,33.0695839,3805,1,1,55,12,1,1,530,1
144869,1087756,0,2,107,3,2.035951588,0.6254694283,7.35613277,822510,1,2,29,6,3,1,1400,4
144888,1087770,0,2,105,1,3.803994515,1.463535958,4.398182357,714120,1,1,24,5,3,1,1000,4
144906,1087772,3,4,307,3,6.797252654,12.985788430000001,17.393663519999997,14580,3,1,28,6,3,1,650,4
144922,1087775,2,4,132,3,2.84481794,11.010874739999998,21.654495269999998,34745,3,1,5,2,3,5,730,4
144927,1087783,2,2,544,8,1.247682847,21.69303546,23.16657794,11880,1,2,58,12,1,1,515,1
144952,1087799,0,2,127,1,5.077932657,0.7136543407,5.649678954,622805,1,2,45,10,3,1,800,4
145017,1087831,2,4,117,3,7.727298587,3.835301582,12.638856149999999,145465,4,2,18,4,3,2,930,4
145043,1087852,2,3,112,2,14.02208706,2.446263291,14.02208706,247625,1,1,49,10,1,1,730,1
145052,1087856,2,7,632,2,1.3103053809999998,17.18930702,31.03530584,9455,1,1,40,9,1,1,700,1
145103,1087876,1,4,128,8,3.8096692589999996,2.342099385,9.580352176,310840,2,2,18,4,3,2,800,4
145110,1087877,1,3,307,2,3.641882842,5.654380976000001,10.06225607,296005,1,1,54,11,1,1,600,1
145115,1087879,1,2,102,5,2.754465293,0.4677071236,2.754465293,736900,1,2,56,12,1,1,800,1
145149,1087893,3,4,307,7,2.917547908,9.59718946,14.82789618,68715,1,2,32,7,1,1,530,1
145159,1087893,3,4,307,7,2.917547908,9.59718946,14.82789618,68715,4,2,5,2,3,5,700,4
145185,1087907,2,6,561,4,27.794113460000002,46.37580629,47.84934877,370,1,2,34,7,1,1,730,1
145224,1087925,3,2,631,4,4.198549976000001,20.41211735,35.2226642,15690,2,1,54,11,1,1,745,1
145237,1087934,5,5,521,4,14.07944363,19.799212999999998,23.944286929999997,5895,3,2,20,5,3,1,630,4
145255,1087945,2,3,115,3,13.89973042,2.9803750620000002,13.89973042,53105,2,1,25,6,1,1,645,1
145251,1087945,2,3,115,3,13.89973042,2.9803750620000002,13.89973042,53105,1,1,59,12,1,1,800,1
145280,1087949,1,3,127,3,4.833291254,0.3820895916,5.405037551,622805,3,1,13,3,3,5,715,4
145284,1087950,1,2,546,3,17.10653353,35.688226349999994,37.16176883,6760,2,1,60,13,1,1,700,1
145314,1087972,0,3,104,4,1.188386039,1.1598188580000002,5.434791095,666105,1,1,20,5,1,2,1145,1
145330,1087981,2,4,601,3,50.43109246,40.17729107,51.76351545,735,2,2,35,8,1,1,800,1
145348,1087998,0,3,128,7,5.249642086,3.4049903340000003,10.11814412,257925,2,1,62,13,1,2,1330,1
145390,1088016,3,3,108,2,1.839420777,2.572286459,12.38736155,182940,2,1,33,7,1,1,700,1
145408,1088035,2,6,104,2,2.599034516,2.8559757009999998,8.249894603000001,400115,2,1,43,9,1,1,630,1
145406,1088035,2,6,104,2,2.599034516,2.8559757009999998,8.249894603000001,400115,1,2,44,9,1,1,1400,1
145438,1088039,2,4,306,2,5.496497128,8.711706885,13.119581980000001,67350,3,1,16,4,3,2,920,4
145464,1088047,2,3,511,4,25.157994979999998,31.72922948,35.87430341,0,3,2,5,2,3,5,1250,4
145462,1088047,2,3,511,4,25.157994979999998,31.72922948,35.87430341,0,3,2,5,2,3,5,815,4
145478,1088055,3,5,108,6,2.210072802,3.839220537,13.94519979,91640,5,2,13,3,3,5,730,4
145515,1088075,2,2,114,4,17.62246215,9.7834905,21.36971488,69990,2,2,56,12,1,1,700,1
145584,1088118,3,3,308,4,7.2925086199999996,9.956220815,13.645944879999998,199340,2,2,17,4,3,2,1000,4
145586,1088118,3,3,308,4,7.2925086199999996,9.956220815,13.645944879999998,199340,3,1,60,13,1,1,600,1
145627,1088146,2,4,522,6,2.221249292,20.40389916,25.63460588,1725,1,1,45,10,1,1,645,1
145664,1088166,2,4,611,4,33.309211479999995,23.055410090000002,34.64163447,13540,2,2,45,10,1,1,630,1
145724,1088210,1,4,116,7,10.49451403,2.7000048270000003,13.732420679999999,336175,4,2,7,2,3,5,645,4
145740,1088217,0,4,105,2,1.996166625,1.173692775,2.590354467,341695,2,2,40,9,2,2,800,1
145742,1088217,0,4,105,2,1.996166625,1.173692775,2.590354467,341695,3,2,12,3,3,5,800,4
145782,1088233,2,5,111,2,5.407891213,1.105411197,5.407891213,607275,3,1,8,2,3,5,800,4
145802,1088248,1,1,103,2,1.573420008,0.7737282855,2.3300547729999996,778720,1,1,45,10,1,1,900,1
145915,1088310,2,4,106,2,2.66439577,0.8548127474,2.66439577,669655,3,2,47,10,1,2,1700,1
145913,1088310,2,4,106,2,2.66439577,0.8548127474,2.66439577,669655,2,1,24,5,1,1,730,1
145933,1088311,1,5,106,6,2.776002802,1.0914060159999999,2.776002802,620675,4,1,10,3,3,5,730,4
145941,1088320,1,1,106,4,4.717062245,1.277924685,5.204951709,609575,1,2,59,12,1,1,800,1
145969,1088331,3,3,642,2,2.3156328,15.19081907,31.40340411,32680,3,1,20,5,1,1,700,1
146011,1088363,2,9,127,3,4.755362729000001,0.7467556311,6.49140106,509855,6,2,12,3,3,5,830,4
146003,1088363,2,9,127,3,4.755362729000001,0.7467556311,6.49140106,509855,1,2,37,8,1,1,900,1
146013,1088363,2,9,127,3,4.755362729000001,0.7467556311,6.49140106,509855,7,2,9,2,3,5,800,4
146029,1088370,1,2,127,3,4.6987544969999995,0.527549092,5.270500793,700585,1,2,60,13,2,1,915,1
146046,1088383,2,4,661,3,1.21725306,33.826657850000004,50.039242890000004,34390,1,1,30,7,1,1,845,1
146069,1088399,1,4,128,1,2.981845833,3.01250785,9.950491669,257930,3,2,18,4,3,2,930,4
146109,1088429,2,2,117,6,9.837416483,4.8301385550000004,14.19218175,146820,1,2,31,7,1,1,745,1
146123,1088444,2,2,307,2,4.011071049,6.023569182999999,10.43144428,38450,1,1,59,12,1,1,415,1
146137,1088447,2,2,140,8,2.666851013,23.068268919999998,33.71188945,15575,1,1,45,10,1,1,715,1
146152,1088462,2,3,401,8,4.155464908,14.51104034,29.321587179999998,9820,1,2,44,9,3,1,1710,4
146154,1088462,2,3,401,8,4.155464908,14.51104034,29.321587179999998,9820,2,1,53,11,1,1,615,1
146221,1088511,2,4,406,4,3.3095194809999997,2.509158488,17.874138470000002,212990,3,1,10,3,3,5,810,4
146318,1088571,1,2,661,1,2.0814128380000003,35.39580096,51.608385999999996,24625,2,2,11,3,3,5,715,4
146342,1088586,4,4,632,3,1.417236906,17.36288378,31.20888261,17895,1,2,45,10,1,1,625,1
146429,1088634,2,4,307,3,3.469488402,10.14912995,15.37983668,62455,3,2,7,2,3,5,800,4
146549,1088714,2,5,108,2,5.040260868000001,3.375487503,13.357871139999999,366825,5,1,10,3,3,5,730,4
146547,1088714,2,5,108,2,5.040260868000001,3.375487503,13.357871139999999,366825,4,2,15,4,3,5,720,4
146559,1088723,1,1,408,3,16.22868102,14.50022768,24.53288337,68490,1,2,43,9,1,1,615,1
146572,1088730,4,4,501,5,15.485953349999999,28.7347805,33.96548722,585,1,2,19,4,3,1,730,4
146578,1088730,4,4,501,5,15.485953349999999,28.7347805,33.96548722,585,4,1,21,5,3,1,700,4
146591,1088737,2,2,308,3,7.402525155,10.90491694,13.52108724,223545,2,2,56,12,1,1,1200,1
146611,1088754,0,2,102,4,2.402476885,0.27942508959999995,2.402476885,709070,1,1,54,11,1,1,700,1
146614,1088754,0,2,102,4,2.402476885,0.27942508959999995,2.402476885,709070,2,1,55,12,1,1,830,1
146643,1088788,1,2,113,7,17.597024819999998,6.918009003,17.597024819999998,55695,2,2,20,5,3,2,800,4
146675,1088811,1,3,119,1,3.761135221,1.528572016,11.1467604,672065,2,2,50,11,1,1,1100,1
146703,1088821,0,2,645,2,13.50619869,28.358593980000002,40.89386481,3120,1,1,22,5,1,2,850,1
146721,1088825,2,4,406,4,4.396627252,3.592470746,15.844820460000001,133580,3,1,13,3,3,5,630,4
146725,1088825,2,4,406,4,4.396627252,3.592470746,15.844820460000001,133580,4,2,9,2,3,5,740,4
146780,1088873,2,8,645,8,10.77550959,22.891368699999997,35.42663954,2305,8,1,11,3,3,5,830,4
146795,1088879,1,4,308,4,5.122814212000001,8.625205993,11.2413763,315750,4,2,11,3,3,5,750,4
146837,1088919,1,2,612,2,40.44538682,30.19158543,41.77780981,14620,1,1,58,12,1,1,600,1
146860,1088938,2,4,113,3,19.941152730000002,9.695277149999999,21.28150153,21095,4,2,8,2,3,5,830,4
146909,1088983,1,3,403,3,3.054585089,2.898882602,16.30440644,263410,1,2,43,9,1,1,730,1
146913,1088983,1,3,403,3,3.054585089,2.898882602,16.30440644,263410,2,1,14,3,3,5,700,4
146915,1088983,1,3,403,3,3.054585089,2.898882602,16.30440644,263410,3,2,11,3,3,5,815,4
146942,1088989,1,4,523,8,4.193235946,28.98363497,34.2143417,8580,3,2,20,5,3,2,1700,1
146992,1089006,1,2,127,2,4.657134662000001,0.7020177045,6.03950559,622805,1,2,55,12,1,1,955,1
147043,1089041,1,1,106,3,3.953529094,0.3285597294,4.3488316860000005,769980,1,2,53,11,1,1,830,1
147081,1089059,2,4,611,6,31.32254619,21.068744810000002,32.65496919,18060,2,2,49,10,1,1,800,1
147085,1089059,2,4,611,6,31.32254619,21.068744810000002,32.65496919,18060,4,2,12,3,3,5,645,4
147083,1089059,2,4,611,6,31.32254619,21.068744810000002,32.65496919,18060,3,1,17,4,3,1,1100,4
147095,1089067,1,2,118,4,7.1203336980000005,5.455560333,14.83322428,83130,2,1,46,10,1,1,500,1
147116,1089082,1,1,407,3,8.470186103,6.838204811,16.8708605,40525,1,2,48,10,1,1,815,1
147119,1089084,5,2,106,4,5.194063981999999,1.621334531,5.194063981999999,565925,2,1,29,6,1,1,700,1
147148,1089102,1,3,301,7,4.5991511119999995,1.795358594,7.396697732,260050,2,2,16,4,3,1,845,4
147158,1089113,2,4,309,3,11.407863520000001,11.38244454,16.97932172,28930,3,1,16,4,3,2,830,4
147160,1089113,2,4,309,3,11.407863520000001,11.38244454,16.97932172,28930,4,1,47,10,1,1,600,1
147171,1089127,1,2,310,2,4.57172794,16.08540635,21.46751541,26050,2,2,49,10,1,1,800,1
147181,1089134,2,5,622,2,16.10078641,21.93089696,31.963552640000003,11055,4,2,7,2,3,5,730,4
147200,1089142,2,2,651,3,13.037858340000001,27.26874709,43.481332130000006,480,2,1,18,4,3,1,710,4
147290,1089226,3,3,404,2,4.019300325000001,7.037820736,23.251555059999998,87955,2,1,25,6,1,1,700,1
147307,1089236,4,3,110,6,4.386810925,1.4185826990000001,6.6415381710000005,652875,3,1,27,6,1,1,800,1
147342,1089255,1,5,121,6,1.493654231,0.6492517322,5.451950172,752195,3,1,16,4,3,2,745,4
147362,1089263,1,3,114,8,13.25249696,7.871768316,19.37430442,106410,2,2,40,9,1,1,630,1
147364,1089263,1,3,114,8,13.25249696,7.871768316,19.37430442,106410,3,1,40,9,1,1,500,1
147392,1089278,2,2,103,4,3.743098528,0.7276968316,6.091635772,525035,2,1,29,6,1,1,700,1
147399,1089289,2,4,112,2,13.85496625,2.737064002,13.85496625,251340,3,2,10,3,3,5,800,4
147413,1089295,2,2,661,6,5.440392783,39.27994373,55.49252878,5405,2,1,52,11,1,1,1000,1
147424,1089301,3,4,110,5,6.345649968,2.558464799,9.772946475000001,544705,2,2,53,11,1,1,1200,1
147435,1089303,2,2,611,2,30.70489095,20.45108957,32.03731395,18520,2,1,56,12,1,1,515,1
147467,1089338,2,5,132,2,4.7358885520000005,14.36175444,25.005374970000002,60160,4,2,5,2,3,5,750,4
147463,1089338,2,5,132,2,4.7358885520000005,14.36175444,25.005374970000002,60160,2,1,36,8,1,1,600,1
147477,1089341,1,3,511,2,26.01149135,30.917699,34.61984745,10105,2,1,17,4,3,1,800,4
147481,1089341,1,3,511,2,26.01149135,30.917699,34.61984745,10105,3,1,22,5,1,1,600,1
147506,1089348,1,5,102,3,2.33289299,0.3490089851,2.33289299,709070,4,2,11,3,3,5,1700,4
147496,1089348,1,5,102,3,2.33289299,0.3490089851,2.33289299,709070,1,1,46,10,1,1,800,1
147502,1089348,1,5,102,3,2.33289299,0.3490089851,2.33289299,709070,3,1,15,4,3,5,730,4
147504,1089348,1,5,102,3,2.33289299,0.3490089851,2.33289299,709070,4,2,11,3,3,5,700,4
147581,1089386,4,4,611,2,32.08891421,21.83511283,33.42133721,3800,1,2,23,5,3,1,800,1
147587,1089386,4,4,611,2,32.08891421,21.83511283,33.42133721,3800,4,1,56,12,1,1,430,1
147621,1089394,2,4,309,5,12.454174290000001,12.41122178,17.83933927,24880,1,2,34,7,1,1,630,1
147636,1089396,2,4,401,4,7.298411586,10.93752651,26.55882043,24120,4,1,13,3,3,5,715,4
147641,1089399,2,4,121,6,2.302549435,0.7456162833,4.484796421,655065,2,2,57,12,1,1,900,1
147655,1089416,2,3,310,6,4.243175476999999,15.767507310000001,21.14961637,36935,1,1,50,11,1,1,430,1
147675,1089418,4,3,129,7,2.6440547409999997,7.380722473,12.402314239999999,103995,3,1,11,3,3,5,800,4
147763,1089469,1,3,103,2,4.2537652790000005,0.5047165763,6.435879903,574490,1,2,50,11,2,1,1145,1
147761,1089469,1,3,103,2,4.2537652790000005,0.5047165763,6.435879903,574490,1,2,50,11,2,1,650,1
147771,1089469,1,3,103,2,4.2537652790000005,0.5047165763,6.435879903,574490,3,1,23,5,3,1,815,4
147782,1089481,0,1,119,2,1.669383551,0.6518884253999999,9.993695597,732520,1,2,51,11,1,1,630,1
147786,1089482,0,2,102,8,1.326988593,0.9661854566,1.326988593,709390,1,2,59,12,1,2,730,1
147816,1089495,2,4,310,3,4.590689986,16.1043684,21.48647746,26050,3,1,11,3,3,5,715,4
147836,1089522,1,3,136,3,1.90434592,11.72823414,22.28666244,67445,2,2,62,13,1,2,745,1
